Amount,BankNameReceived,BankNameSent,City,Currency,CustomerAccountNumber,CustomerAge,DeviceType,Gender,MerchantAccountNumber,MerchantName,PaymentMethod,PaymentMode,Purpose,RemainingBalance,Status,TransactionDate,TransactionID,TransactionTime,TransactionType,AgeGroup,IsSuccess,HighValue,RiskFlag,Anomaly,FraudFlag
31796.36,Union Bank of India,Kotak Mahindra Bank,Kolkata,INR,CUST42435547333,20,Web,Male,CUST76853595284,Individual Transfer,UPI ID,P2P,Loan Repayment,140566.21,success,2025-08-27,UPI20250827005757,19:22:51,Debit,Young,1,1,1,-1,Suspicious
45027.63,IndusInd Bank,IDFC FIRST Bank,Gurugram,INR,CUST95748976651,43,POS Device,Female,CUST96495598885,Individual Transfer,UPI ID,P2P,Rent,392654.82,success,2025-04-14,UPI20250414005863,19:25:58,Debit,Adult,1,1,0,-1,Suspicious
20498.87,Bank of Baroda,ICICI Bank,Lucknow,INR,CUST24481111332,34,Android,Male,CUST18973808923,Individual Transfer,UPI ID,P2P,Gift,368586.65,success,2025-08-26,UPI20250826005894,16:57:53,Debit,Adult,1,1,0,-1,Suspicious
14622.1,ICICI Bank,Yes Bank,Kolkata,INR,CUST18552832163,27,iOS,Male,CUST88601314300,Individual Transfer,Bank Account,P2P,Rent,147195.54,success,2025-01-23,UPI20250123005896,21:44:50,Debit,Adult,1,1,0,-1,Suspicious
15574.76,Bank of Baroda,ICICI Bank,Pune,INR,CUST26028175291,48,Web,Male,CUST79847957275,Individual Transfer,QR Scan,P2P,Loan Repayment,478018.89,success,2025-08-31,UPI20250831005901,07:22:44,Debit,Senior,1,1,1,-1,Suspicious
27478.48,Canara Bank,Punjab National Bank,Ahmedabad,INR,CUST16505813707,25,iOS,Male,MERC8050976791,Spotify,UPI ID,P2M,Bills,160173.5,success,2025-10-13,UPI20251013005942,11:33:16,Debit,Adult,1,1,0,-1,Suspicious
21460.76,HDFC Bank,Canara Bank,Noida,INR,CUST15630453384,27,Web,Female,CUST51485993843,Individual Transfer,QR Scan,P2P,Rent,207075.68,failed,2025-02-28,UPI20250228005947,14:55:47,Debit,Adult,0,1,1,-1,Suspicious
14544.77,IndusInd Bank,Yes Bank,Indore,INR,CUST13126014455,35,POS Device,Male,CUST44221493786,Individual Transfer,Mobile Number,P2P,Salary Transfer,445783.34,success,2025-05-18,UPI20250518005953,17:42:59,Debit,Adult,1,1,0,-1,Suspicious
15219.63,Canara Bank,Bank of Baroda,Coimbatore,INR,CUST56464601997,70,Web,Male,CUST40651587799,Individual Transfer,QR Scan,P2P,Rent,71102.3,success,2025-07-23,UPI20250723005996,16:32:05,Debit,Senior,1,1,1,-1,Suspicious
107592.07,ICICI Bank,HDFC Bank,Jaipur,INR,CUST11791357815,21,iOS,Female,CUST99847273980,Individual Transfer,Bank Account,P2P,Salary Transfer,201095.41,success,2025-12-24,UPI20251224006011,11:36:45,Debit,Young,1,1,0,-1,Suspicious
15755.89,Punjab National Bank,ICICI Bank,Kochi,INR,CUST14245278487,28,Web,Male,CUST76468947064,Individual Transfer,QR Scan,P2P,Salary Transfer,123360.03,success,2025-11-20,UPI20251120006012,15:58:56,Debit,Adult,1,1,1,-1,Suspicious
12059.38,Canara Bank,Punjab National Bank,Indore,INR,CUST64208984766,49,Android,Female,CUST29770075465,Individual Transfer,Bank Account,P2P,Rent,505133.13,success,2025-10-15,UPI20251015006026,17:22:25,Credit,Senior,1,1,0,-1,Suspicious
61166.21,State Bank of India,Axis Bank,Chennai,INR,CUST54739057679,49,POS Device,Male,CUST31047613146,Individual Transfer,UPI ID,P2P,Salary Transfer,310895.2,success,2025-06-13,UPI20250613006045,05:27:13,Debit,Senior,1,1,0,-1,Suspicious
18743.39,Canara Bank,IndusInd Bank,Kochi,INR,CUST93198240655,40,POS Device,Male,CUST69997130183,Individual Transfer,QR Scan,P2P,Rent,27048.03,failed,2025-01-10,UPI20250110006058,17:31:31,Debit,Adult,0,1,0,-1,Suspicious
23198.64,Punjab National Bank,Canara Bank,Mumbai,INR,CUST21714167637,50,Android,Male,CUST28704349964,Individual Transfer,Mobile Number,P2P,Rent,196019.32,success,2025-12-17,UPI20251217006113,18:10:49,Debit,Senior,1,1,0,-1,Suspicious
53762.54,Union Bank of India,ICICI Bank,Kolkata,INR,CUST63612842902,40,Web,Male,CUST61861542663,Individual Transfer,UPI ID,P2P,Salary Transfer,81602.56,success,2025-12-24,UPI20251224006126,11:47:30,Debit,Adult,1,1,1,-1,Suspicious
19355.7,State Bank of India,Kotak Mahindra Bank,Lucknow,INR,CUST15075414306,45,iOS,Male,CUST97043218051,Individual Transfer,Bank Account,P2P,Loan Repayment,461230.71,success,2025-11-24,UPI20251124006156,17:30:36,Debit,Senior,1,1,0,-1,Suspicious
15752.07,State Bank of India,IndusInd Bank,Surat,INR,CUST20531349836,59,iOS,Female,CUST16425514666,Individual Transfer,QR Scan,P2P,Salary Transfer,406500.2,success,2025-12-26,UPI20251226006170,06:52:40,Credit,Senior,1,1,0,-1,Suspicious
18083.3,IDFC FIRST Bank,Union Bank of India,Surat,INR,CUST73032304937,52,POS Device,Female,CUST62330921971,Individual Transfer,UPI ID,P2P,Rent,86437.47,success,2025-11-18,UPI20251118006387,16:37:06,Debit,Senior,1,1,0,-1,Suspicious
11127.32,IDFC FIRST Bank,Bank of Baroda,Kochi,INR,CUST77562314074,66,iOS,Male,CUST86267276701,Individual Transfer,Mobile Number,P2P,Loan Repayment,477402.18,success,2025-07-20,UPI20250720006396,16:46:18,Debit,Senior,1,1,0,-1,Suspicious
14126.43,Bank of Baroda,HDFC Bank,Gurugram,INR,CUST65027316428,21,Web,Male,CUST73271470499,Individual Transfer,Bank Account,P2P,Split Expense,459170.69,success,2025-10-20,UPI20251020006411,21:55:08,Debit,Young,1,1,1,-1,Suspicious
22763.0,Bank of Baroda,Bank of Baroda,Kolkata,INR,CUST86633275084,19,Web,Female,CUST95763722350,Individual Transfer,QR Scan,P2P,Salary Transfer,41135.57,failed,2025-03-08,UPI20250308006474,10:03:37,Debit,Young,0,1,1,-1,Suspicious
7915.83,Axis Bank,Canara Bank,Patna,INR,CUST41707195937,18,iOS,Female,CUST75767677338,Individual Transfer,Bank Account,P2P,Rent,9382.54,success,2025-09-03,UPI20250903006497,17:55:01,Debit,Young,1,1,0,-1,Suspicious
20538.72,State Bank of India,IndusInd Bank,Patna,INR,CUST70029045598,67,POS Device,Male,CUST90586329051,Individual Transfer,QR Scan,P2P,Loan Repayment,468367.88,success,2025-01-24,UPI20250124006605,12:54:49,Credit,Senior,1,1,0,-1,Suspicious
55009.51,Bank of Baroda,Union Bank of India,Nagpur,INR,CUST14772881380,70,Android,Female,CUST58578415682,Individual Transfer,Bank Account,P2P,Rent,104855.86,success,2025-06-16,UPI20250616006661,10:55:04,Debit,Senior,1,1,0,-1,Suspicious
57583.09,Kotak Mahindra Bank,Union Bank of India,Indore,INR,CUST44303220084,18,POS Device,Female,CUST77472257217,Individual Transfer,UPI ID,P2P,Loan Repayment,91942.72,success,2025-01-29,UPI20250129006673,18:10:25,Debit,Young,1,1,0,-1,Suspicious
29664.98,IDFC FIRST Bank,ICICI Bank,Lucknow,INR,CUST84398122769,44,Web,Male,CUST98905017563,Individual Transfer,UPI ID,P2P,Loan Repayment,32585.65,success,2025-04-26,UPI20250426006674,16:25:11,Debit,Adult,1,1,1,-1,Suspicious
13640.12,Punjab National Bank,Union Bank of India,Kochi,INR,CUST36227527258,36,iOS,Male,CUST66031270961,Individual Transfer,Bank Account,P2P,Rent,28235.02,success,2025-10-17,UPI20251017006714,22:50:31,Debit,Adult,1,1,0,-1,Suspicious
47444.71,Union Bank of India,IDFC FIRST Bank,Kochi,INR,CUST63871408932,57,Web,Female,CUST29766340983,Individual Transfer,UPI ID,P2P,Rent,331002.04,success,2025-11-06,UPI20251106006721,13:56:33,Debit,Senior,1,1,1,-1,Suspicious
19510.08,Axis Bank,HDFC Bank,Gurugram,INR,CUST32736490411,62,Web,Female,CUST45917326040,Individual Transfer,Bank Account,P2P,Rent,494680.24,success,2025-08-18,UPI20250818006779,08:39:50,Credit,Senior,1,1,1,-1,Suspicious
20962.84,Axis Bank,IndusInd Bank,Mumbai,INR,CUST80593506071,43,Web,Male,CUST69759305452,Individual Transfer,UPI ID,P2P,Salary Transfer,180682.99,success,2025-09-04,UPI20250904006782,18:50:21,Debit,Adult,1,1,1,-1,Suspicious
20122.9,Kotak Mahindra Bank,Union Bank of India,Kolkata,INR,CUST50972118488,44,POS Device,Male,CUST63664450482,Individual Transfer,Mobile Number,P2P,Rent,381391.04,success,2025-11-15,UPI20251115006789,03:57:57,Debit,Adult,1,1,0,-1,Suspicious
16113.52,ICICI Bank,Punjab National Bank,Pune,INR,CUST30336306610,69,POS Device,Female,CUST27863080557,Individual Transfer,Bank Account,P2P,Salary Transfer,280036.38,success,2025-01-31,UPI20250131006851,16:33:47,Debit,Senior,1,1,0,-1,Suspicious
28596.08,ICICI Bank,Yes Bank,Surat,INR,CUST72451798342,27,iOS,Male,CUST57242968689,Individual Transfer,Bank Account,P2P,Rent,341692.32,success,2025-07-21,UPI20250721006931,21:15:27,Debit,Adult,1,1,0,-1,Suspicious
25808.5,Union Bank of India,Bank of Baroda,Kolkata,INR,CUST81924412847,68,iOS,Female,MERC3240540995,D-Mart,Bank Account,P2M,Education,150934.28,success,2025-05-04,UPI20250504007073,08:35:25,Debit,Senior,1,1,0,-1,Suspicious
42595.15,IDFC FIRST Bank,ICICI Bank,Bengaluru,INR,CUST81015806488,60,Android,Female,CUST83526006507,Individual Transfer,Bank Account,P2P,Loan Repayment,336227.09,success,2025-03-10,UPI20250310007114,21:04:17,Debit,Senior,1,1,0,-1,Suspicious
12445.41,Yes Bank,Union Bank of India,Jaipur,INR,CUST22052195968,65,POS Device,Male,CUST17921529934,Individual Transfer,UPI ID,P2P,Salary Transfer,13789.7,success,2025-12-21,UPI20251221007133,17:41:59,Debit,Senior,1,1,0,-1,Suspicious
17984.04,Punjab National Bank,Axis Bank,Surat,INR,CUST96442679778,28,POS Device,Female,CUST91459010618,Individual Transfer,Mobile Number,P2P,Salary Transfer,451701.08,pending,2025-07-27,UPI20250727007187,18:36:45,Debit,Adult,0,1,0,-1,Suspicious
29121.52,IDFC FIRST Bank,State Bank of India,Lucknow,INR,CUST96607933354,37,Web,Female,CUST73396335295,Individual Transfer,Bank Account,P2P,Loan Repayment,207778.55,success,2025-07-12,UPI20250712007205,15:19:21,Debit,Adult,1,1,1,-1,Suspicious
16639.53,Punjab National Bank,IndusInd Bank,Ahmedabad,INR,CUST82446141777,54,Android,Female,CUST36852299147,Individual Transfer,QR Scan,P2P,Rent,109121.38,success,2025-11-12,UPI20251112007236,10:42:58,Debit,Senior,1,1,0,-1,Suspicious
14929.27,Punjab National Bank,IndusInd Bank,Delhi,INR,CUST38970732313,32,Android,Male,CUST90560502740,Individual Transfer,Mobile Number,P2P,Salary Transfer,86929.11,success,2025-11-09,UPI20251109007372,10:02:04,Debit,Adult,1,1,0,-1,Suspicious
23058.72,IndusInd Bank,Canara Bank,Jaipur,INR,CUST90746651487,24,Web,Female,CUST61817510181,Individual Transfer,Mobile Number,P2P,Rent,144911.37,success,2025-08-07,UPI20250807007381,15:30:19,Debit,Young,1,1,1,-1,Suspicious
25603.53,IDFC FIRST Bank,Kotak Mahindra Bank,Kochi,INR,CUST63512962310,69,Android,Male,CUST12111519515,Individual Transfer,Bank Account,P2P,Rent,104586.3,success,2025-08-14,UPI20250814007433,20:38:58,Credit,Senior,1,1,0,-1,Suspicious
18499.11,Yes Bank,IDFC FIRST Bank,Pune,INR,CUST64260695147,31,Web,Female,CUST39283519625,Individual Transfer,Bank Account,P2P,Gift,457152.89,success,2025-03-20,UPI20250320007595,12:51:56,Debit,Adult,1,1,1,-1,Suspicious
18322.47,IndusInd Bank,Kotak Mahindra Bank,Nagpur,INR,CUST53060275927,30,Web,Male,CUST58644014967,Individual Transfer,Bank Account,P2P,Rent,150173.25,success,2025-01-10,UPI20250110007609,21:25:38,Debit,Adult,1,1,1,-1,Suspicious
19027.77,State Bank of India,Yes Bank,Bengaluru,INR,CUST42702768156,47,iOS,Female,CUST73254724574,Individual Transfer,Bank Account,P2P,Rent,252615.63,success,2025-05-19,UPI20250519007617,16:45:30,Debit,Senior,1,1,0,-1,Suspicious
35281.88,Canara Bank,ICICI Bank,Kochi,INR,CUST14581015218,51,Web,Male,CUST14446687054,Individual Transfer,UPI ID,P2P,Rent,427189.68,success,2025-06-25,UPI20250625007636,20:05:39,Debit,Senior,1,1,1,-1,Suspicious
23227.63,Union Bank of India,Punjab National Bank,Coimbatore,INR,CUST59779857353,57,iOS,Female,CUST27620243191,Individual Transfer,Bank Account,P2P,Salary Transfer,353563.13,success,2025-03-20,UPI20250320007812,14:57:22,Debit,Senior,1,1,0,-1,Suspicious
23379.41,IDFC FIRST Bank,ICICI Bank,Kochi,INR,CUST86717330977,65,iOS,Female,CUST31734490141,Individual Transfer,Bank Account,P2P,Salary Transfer,328747.62,success,2025-06-15,UPI20250615007932,17:21:14,Debit,Senior,1,1,0,-1,Suspicious
13659.34,Kotak Mahindra Bank,Punjab National Bank,Patna,INR,CUST28115642574,47,Web,Female,CUST14611673021,Individual Transfer,Bank Account,P2P,Salary Transfer,484685.1,success,2025-10-06,UPI20251006007948,00:45:27,Credit,Senior,1,1,1,-1,Suspicious
19688.41,Axis Bank,Kotak Mahindra Bank,Pune,INR,CUST34341952855,65,Web,Male,CUST84001357242,Individual Transfer,Bank Account,P2P,Rent,431412.93,success,2025-08-05,UPI20250805007973,16:58:17,Credit,Senior,1,1,1,-1,Suspicious
31744.9,IDFC FIRST Bank,Punjab National Bank,Chennai,INR,CUST94356224477,36,Web,Female,CUST12595972386,Individual Transfer,Mobile Number,P2P,Rent,171976.28,success,2025-03-24,UPI20250324008007,16:06:59,Debit,Adult,1,1,1,-1,Suspicious
25915.37,State Bank of India,Axis Bank,Lucknow,INR,CUST77245100908,69,iOS,Male,CUST53907667701,Individual Transfer,Bank Account,P2P,Rent,84173.8,success,2025-11-25,UPI20251125008033,13:51:24,Debit,Senior,1,1,0,-1,Suspicious
21571.52,Punjab National Bank,HDFC Bank,Coimbatore,INR,CUST16350270468,21,Web,Male,CUST88845528835,Individual Transfer,QR Scan,P2P,Rent,374719.24,success,2025-12-08,UPI20251208008062,04:26:58,Credit,Young,1,1,1,-1,Suspicious
18969.63,ICICI Bank,Canara Bank,Lucknow,INR,CUST22740531398,40,POS Device,Female,CUST84583959443,Individual Transfer,QR Scan,P2P,Family Support,402167.16,success,2025-12-23,UPI20251223008190,11:10:48,Debit,Adult,1,1,0,-1,Suspicious
27258.13,Bank of Baroda,ICICI Bank,Noida,INR,CUST88577706774,22,Web,Male,CUST61940693244,Individual Transfer,UPI ID,P2P,Rent,249243.89,success,2025-08-01,UPI20250801008224,10:17:30,Debit,Young,1,1,1,-1,Suspicious
27788.71,Bank of Baroda,ICICI Bank,Gurugram,INR,CUST74875175096,48,Android,Male,CUST12528831551,Individual Transfer,UPI ID,P2P,Salary Transfer,295318.17,success,2025-08-12,UPI20250812008249,16:39:08,Debit,Senior,1,1,0,-1,Suspicious
15658.43,Punjab National Bank,Canara Bank,Hyderabad,INR,CUST38618621773,60,Web,Male,MERC4885122102,Ola,Mobile Number,P2M,Healthcare,392554.64,success,2025-11-14,UPI20251114008305,10:49:19,Debit,Senior,1,1,0,-1,Suspicious
23221.25,IDFC FIRST Bank,IDFC FIRST Bank,Hyderabad,INR,CUST20096473336,25,POS Device,Female,CUST87473403757,Individual Transfer,UPI ID,P2P,Salary Transfer,386579.2,success,2025-10-11,UPI20251011008330,18:22:20,Credit,Adult,1,1,0,-1,Suspicious
40770.7,Axis Bank,Punjab National Bank,Hyderabad,INR,CUST70727812683,67,iOS,Male,CUST76027256889,Individual Transfer,Bank Account,P2P,Salary Transfer,176837.78,success,2025-02-14,UPI20250214008392,20:44:36,Debit,Senior,1,1,0,-1,Suspicious
15352.13,Punjab National Bank,IDFC FIRST Bank,Nagpur,INR,CUST25071717884,67,iOS,Male,CUST29344159334,Individual Transfer,UPI ID,P2P,Salary Transfer,67918.98,success,2025-06-04,UPI20250604008448,10:24:21,Debit,Senior,1,1,0,-1,Suspicious
28047.29,Kotak Mahindra Bank,IDFC FIRST Bank,Surat,INR,CUST94386315088,65,POS Device,Male,CUST34129068134,Individual Transfer,QR Scan,P2P,Rent,278719.33,success,2025-09-09,UPI20250909008479,14:06:24,Debit,Senior,1,1,0,-1,Suspicious
69686.78,IndusInd Bank,Bank of Baroda,Chandigarh,INR,CUST57232836186,27,Web,Male,CUST13095693706,Individual Transfer,Mobile Number,P2P,Loan Repayment,209849.04,success,2025-07-08,UPI20250708008486,18:00:47,Debit,Adult,1,1,1,-1,Suspicious
33682.24,Axis Bank,Kotak Mahindra Bank,Indore,INR,CUST89654129511,42,Web,Male,CUST95636834495,Individual Transfer,QR Scan,P2P,Loan Repayment,247958.56,success,2025-01-21,UPI20250121008691,22:21:48,Debit,Adult,1,1,1,-1,Suspicious
34775.57,Punjab National Bank,State Bank of India,Nagpur,INR,CUST40566126279,63,Android,Female,CUST83836530384,Individual Transfer,QR Scan,P2P,Rent,459998.47,success,2025-05-09,UPI20250509008738,20:19:52,Debit,Senior,1,1,0,-1,Suspicious
16386.56,Punjab National Bank,Union Bank of India,Surat,INR,CUST46843457524,62,Web,Male,MERC3875407146,Zomato,Mobile Number,P2M,Bills,427207.64,success,2025-05-02,UPI20250502008781,11:03:05,Credit,Senior,1,1,0,-1,Suspicious
13274.29,IDFC FIRST Bank,Union Bank of India,Pune,INR,CUST17195571152,19,POS Device,Male,CUST38138596513,Individual Transfer,Mobile Number,P2P,Rent,5505.68,success,2025-07-31,UPI20250731008853,08:09:17,Debit,Young,1,1,0,-1,Suspicious
82001.65,Axis Bank,IndusInd Bank,Chennai,INR,CUST83971890226,41,iOS,Female,CUST96260487010,Individual Transfer,UPI ID,P2P,Loan Repayment,245794.38,success,2025-10-10,UPI20251010008912,13:09:03,Debit,Adult,1,1,0,-1,Suspicious
16149.4,Canara Bank,HDFC Bank,Surat,INR,CUST24354457686,29,POS Device,Female,MERC3586196430,D-Mart,Mobile Number,P2M,Bills,229199.36,success,2025-08-21,UPI20250821008916,20:26:26,Debit,Adult,1,1,0,-1,Suspicious
47097.42,Yes Bank,Union Bank of India,Ahmedabad,INR,CUST37760267905,53,iOS,Female,CUST83866535347,Individual Transfer,QR Scan,P2P,Rent,398482.74,success,2025-08-16,UPI20250816008933,18:13:44,Debit,Senior,1,1,0,-1,Suspicious
40472.93,ICICI Bank,Kotak Mahindra Bank,Ahmedabad,INR,CUST62641038061,26,POS Device,Male,CUST46887238948,Individual Transfer,Bank Account,P2P,Salary Transfer,239968.42,success,2025-07-03,UPI20250703008940,18:44:41,Debit,Adult,1,1,0,-1,Suspicious
31584.9,IndusInd Bank,HDFC Bank,Jaipur,INR,CUST41097738650,18,Web,Male,CUST63737812726,Individual Transfer,Mobile Number,P2P,Rent,343726.82,success,2025-11-06,UPI20251106009031,20:53:36,Debit,Young,1,1,1,-1,Suspicious
18271.6,IndusInd Bank,ICICI Bank,Delhi,INR,CUST50144704719,20,POS Device,Male,CUST63148461693,Individual Transfer,Mobile Number,P2P,Rent,67710.59,success,2025-03-15,UPI20250315009145,15:48:59,Credit,Young,1,1,0,-1,Suspicious
33782.68,Kotak Mahindra Bank,IndusInd Bank,Delhi,INR,CUST49359974167,54,POS Device,Female,CUST50913369117,Individual Transfer,Mobile Number,P2P,Rent,125219.72,pending,2025-04-25,UPI20250425009149,13:56:06,Debit,Senior,0,1,0,-1,Suspicious
72192.93,Yes Bank,Axis Bank,Noida,INR,CUST67350466135,45,POS Device,Male,MERC9273820154,Amazon India,QR Scan,P2M,Travel,156434.58,success,2025-02-20,UPI20250220009272,16:39:57,Debit,Senior,1,1,0,-1,Suspicious
23329.61,IDFC FIRST Bank,Canara Bank,Hyderabad,INR,CUST80893563078,69,Android,Female,CUST59620684083,Individual Transfer,Bank Account,P2P,Salary Transfer,459353.06,success,2025-10-18,UPI20251018009287,15:28:16,Debit,Senior,1,1,0,-1,Suspicious
24837.47,Yes Bank,Punjab National Bank,Chandigarh,INR,CUST38862778393,57,POS Device,Male,CUST49372976121,Individual Transfer,Bank Account,P2P,Loan Repayment,280533.36,success,2025-01-16,UPI20250116009343,20:30:38,Debit,Senior,1,1,0,-1,Suspicious
19039.51,Bank of Baroda,ICICI Bank,Ahmedabad,INR,CUST14181396958,32,Web,Male,CUST21574305381,Individual Transfer,UPI ID,P2P,Rent,172042.56,success,2025-08-06,UPI20250806009401,19:07:45,Debit,Adult,1,1,1,-1,Suspicious
43188.14,State Bank of India,ICICI Bank,Gurugram,INR,CUST56887405441,46,Web,Female,CUST31494215652,Individual Transfer,Bank Account,P2P,Salary Transfer,465363.29,success,2025-01-24,UPI20250124009452,06:33:35,Credit,Senior,1,1,1,-1,Suspicious
22641.14,Canara Bank,Yes Bank,Mumbai,INR,CUST86893640804,29,Android,Female,CUST28694049724,Individual Transfer,UPI ID,P2P,Salary Transfer,321389.67,success,2025-04-19,UPI20250419009455,18:50:31,Debit,Adult,1,1,0,-1,Suspicious
16435.01,Yes Bank,Kotak Mahindra Bank,Delhi,INR,CUST16135768097,25,iOS,Male,CUST81894146998,Individual Transfer,QR Scan,P2P,Rent,133139.91,failed,2025-06-08,UPI20250608009477,13:10:06,Debit,Adult,0,1,0,-1,Suspicious
10263.33,Kotak Mahindra Bank,IndusInd Bank,Hyderabad,INR,CUST74265814391,68,Android,Female,CUST21248342883,Individual Transfer,Mobile Number,P2P,Loan Repayment,458704.67,failed,2025-04-26,UPI20250426009578,11:47:00,Debit,Senior,0,1,0,-1,Suspicious
20203.73,Punjab National Bank,ICICI Bank,Kolkata,INR,CUST29311433362,63,Android,Female,CUST58015526156,Individual Transfer,Bank Account,P2P,Rent,371541.18,success,2025-05-18,UPI20250518009623,08:52:35,Debit,Senior,1,1,0,-1,Suspicious
14188.45,HDFC Bank,Punjab National Bank,Lucknow,INR,CUST67416319598,63,POS Device,Male,CUST36703915911,Individual Transfer,Bank Account,P2P,Loan Repayment,53099.86,success,2025-01-26,UPI20250126009637,20:56:08,Debit,Senior,1,1,0,-1,Suspicious
17265.94,IndusInd Bank,Yes Bank,Chandigarh,INR,CUST65965025601,24,iOS,Female,CUST78583215906,Individual Transfer,UPI ID,P2P,Loan Repayment,470122.41,success,2025-12-10,UPI20251210009718,17:09:49,Debit,Young,1,1,0,-1,Suspicious
14391.52,Punjab National Bank,IDFC FIRST Bank,Surat,INR,CUST50736145026,56,iOS,Male,CUST10221548237,Individual Transfer,UPI ID,P2P,Rent,453969.56,success,2025-05-15,UPI20250515009720,11:30:05,Debit,Senior,1,1,0,-1,Suspicious
15543.9,Bank of Baroda,Kotak Mahindra Bank,Bengaluru,INR,CUST12916309771,65,Android,Female,CUST71872193356,Individual Transfer,Bank Account,P2P,Loan Repayment,303772.45,pending,2025-06-16,UPI20250616009842,16:54:54,Credit,Senior,0,1,0,-1,Suspicious
27070.85,State Bank of India,Axis Bank,Bhopal,INR,CUST99947731615,68,POS Device,Female,CUST16053752298,Individual Transfer,Mobile Number,P2P,Loan Repayment,207347.29,success,2025-04-20,UPI20250420009848,05:37:35,Credit,Senior,1,1,0,-1,Suspicious
34758.19,Yes Bank,IndusInd Bank,Coimbatore,INR,CUST79023108134,64,iOS,Male,MERC9247684284,Paytm Mall,Bank Account,P2M,Healthcare,146547.92,success,2025-11-01,UPI20251101009861,05:56:02,Credit,Senior,1,1,0,-1,Suspicious
84575.1,IDFC FIRST Bank,State Bank of India,Pune,INR,CUST60341883961,48,iOS,Female,CUST46653125371,Individual Transfer,UPI ID,P2P,Salary Transfer,197893.39,success,2025-12-27,UPI20251227010001,11:39:20,Debit,Senior,1,1,0,-1,Suspicious
22552.87,Axis Bank,Canara Bank,Nagpur,INR,CUST88622652087,55,Android,Female,CUST90488820750,Individual Transfer,Mobile Number,P2P,Rent,120844.33,success,2025-10-13,UPI20251013010146,09:12:21,Debit,Senior,1,1,0,-1,Suspicious
25467.62,Axis Bank,Bank of Baroda,Patna,INR,CUST23380330373,53,Web,Male,CUST67423305951,Individual Transfer,UPI ID,P2P,Loan Repayment,174411.78,success,2025-11-14,UPI20251114010165,07:42:55,Debit,Senior,1,1,1,-1,Suspicious
76635.05,Yes Bank,Axis Bank,Delhi,INR,CUST36699257589,35,iOS,Male,CUST98818578111,Individual Transfer,QR Scan,P2P,Salary Transfer,100703.91,success,2025-05-05,UPI20250505010175,19:26:19,Debit,Adult,1,1,0,-1,Suspicious
62800.61,IndusInd Bank,Yes Bank,Noida,INR,CUST49436433925,49,Android,Male,CUST90373246999,Individual Transfer,UPI ID,P2P,Loan Repayment,342367.25,success,2025-06-30,UPI20250630010180,15:11:48,Credit,Senior,1,1,0,-1,Suspicious
41951.1,Bank of Baroda,ICICI Bank,Indore,INR,CUST98940260101,55,iOS,Female,CUST62429452661,Individual Transfer,QR Scan,P2P,Loan Repayment,148766.76,failed,2025-09-21,UPI20250921010245,13:47:15,Debit,Senior,0,1,0,-1,Suspicious
26332.22,Canara Bank,HDFC Bank,Chennai,INR,CUST81294468375,21,Android,Male,MERC5120828698,MakeMyTrip,Mobile Number,P2M,Bills,322755.32,success,2025-05-14,UPI20250514010263,08:30:32,Debit,Young,1,1,0,-1,Suspicious
16957.26,IndusInd Bank,Kotak Mahindra Bank,Coimbatore,INR,CUST24403282480,43,Android,Male,CUST19242525890,Individual Transfer,UPI ID,P2P,Loan Repayment,164098.4,success,2025-02-26,UPI20250226010272,13:31:45,Debit,Adult,1,1,0,-1,Suspicious
16881.61,State Bank of India,ICICI Bank,Coimbatore,INR,CUST27714400618,32,Web,Female,CUST89539912197,Individual Transfer,QR Scan,P2P,Family Support,400087.16,success,2025-09-01,UPI20250901010288,14:48:31,Debit,Adult,1,1,1,-1,Suspicious
15104.15,State Bank of India,Union Bank of India,Delhi,INR,CUST48962314246,69,POS Device,Male,CUST74853443087,Individual Transfer,Bank Account,P2P,Rent,378572.38,failed,2025-09-15,UPI20250915010537,17:35:46,Debit,Senior,0,1,0,-1,Suspicious
19155.19,Axis Bank,ICICI Bank,Chandigarh,INR,CUST36441989291,49,Android,Female,CUST18354280389,Individual Transfer,Bank Account,P2P,Loan Repayment,319382.29,success,2025-06-14,UPI20250614010590,23:14:54,Debit,Senior,1,1,0,-1,Suspicious
24014.04,State Bank of India,Punjab National Bank,Delhi,INR,CUST74734623664,48,iOS,Male,CUST63236375996,Individual Transfer,Bank Account,P2P,Loan Repayment,62493.91,success,2025-10-12,UPI20251012010762,16:00:31,Credit,Senior,1,1,0,-1,Suspicious
22963.25,IDFC FIRST Bank,Kotak Mahindra Bank,Pune,INR,CUST49360867026,23,Web,Female,CUST64980229748,Individual Transfer,UPI ID,P2P,Loan Repayment,389312.93,success,2025-01-10,UPI20250110010836,20:25:49,Debit,Young,1,1,1,-1,Suspicious
43539.31,State Bank of India,Yes Bank,Nagpur,INR,CUST79085695592,34,Android,Male,CUST42284011787,Individual Transfer,Bank Account,P2P,Salary Transfer,51772.33,success,2025-03-28,UPI20250328010844,08:58:33,Debit,Adult,1,1,0,-1,Suspicious
77279.91,Bank of Baroda,Union Bank of India,Chandigarh,INR,CUST14877972790,24,Android,Male,CUST20915305170,Individual Transfer,QR Scan,P2P,Rent,69226.63,success,2025-08-06,UPI20250806010845,11:59:11,Debit,Young,1,1,0,-1,Suspicious
