Amount,BankNameReceived,BankNameSent,City,Currency,CustomerAccountNumber,CustomerAge,DeviceType,Gender,MerchantAccountNumber,MerchantName,PaymentMethod,PaymentMode,Purpose,RemainingBalance,Status,TransactionDate,TransactionID,TransactionTime,TransactionType,AgeGroup,IsSuccess,HighValue,RiskFlag,Anomaly,FraudFlag
61.08,Axis Bank,Axis Bank,Patna,INR,CUST71694604504,21,Android,Female,MERC1954160131,Domino's,Bank Account,P2M,Recharge,178268.23,success,2025-09-27,UPI20250927003111,10:04:18,Debit,Young,1,0,0,1,Normally
484.57,ICICI Bank,Kotak Mahindra Bank,Bhopal,INR,CUST28681818263,61,POS Device,Male,MERC3661903029,MedPlus,Bank Account,P2M,Recharge,500123.02,success,2025-08-31,UPI20250831003112,12:59:04,Credit,Senior,1,0,0,1,Normally
2572.94,IDFC FIRST Bank,Yes Bank,Bengaluru,INR,CUST34920308193,39,iOS,Female,MERC6844153074,MedPlus,QR Scan,P2M,Healthcare,85505.68,success,2025-06-20,UPI20250620003113,16:26:52,Debit,Adult,1,1,0,1,Normally
518.79,ICICI Bank,State Bank of India,Jaipur,INR,CUST18516143332,27,iOS,Female,MERC1459800041,Urban Company,UPI ID,P2M,Education,496053.81,success,2025-04-07,UPI20250407003114,06:33:47,Debit,Adult,1,0,0,1,Normally
8851.34,IndusInd Bank,State Bank of India,Mumbai,INR,CUST37957663338,54,Web,Female,CUST49258093388,Individual Transfer,UPI ID,P2P,Salary Transfer,48026.69,success,2025-06-04,UPI20250604003115,06:28:52,Debit,Senior,1,1,1,1,Normally
1960.47,Yes Bank,State Bank of India,Bhopal,INR,CUST52067831022,59,POS Device,Male,CUST73228376206,Individual Transfer,QR Scan,P2P,Personal Transfer,303356.92,success,2025-04-01,UPI20250401003116,20:39:04,Debit,Senior,1,1,0,1,Normally
76.72,IndusInd Bank,Bank of Baroda,Chandigarh,INR,CUST31229742318,63,Android,Male,MERC4373680043,BigBasket,Mobile Number,P2M,Grocery,350593.27,success,2025-04-17,UPI20250417003117,21:44:57,Debit,Senior,1,0,0,1,Normally
6928.01,Kotak Mahindra Bank,Axis Bank,Kochi,INR,CUST18964835056,41,Web,Female,MERC4739234407,Cafe Coffee Day,QR Scan,P2M,Bills,95187.96,success,2025-07-07,UPI20250707003118,18:59:24,Debit,Adult,1,1,0,1,Normally
1950.09,Kotak Mahindra Bank,Kotak Mahindra Bank,Indore,INR,CUST66706101934,32,iOS,Female,CUST33622643288,Individual Transfer,QR Scan,P2P,Personal Transfer,192411.45,success,2025-03-03,UPI20250303003119,11:58:34,Debit,Adult,1,1,0,1,Normally
1335.48,Union Bank of India,State Bank of India,Indore,INR,CUST25959086953,57,POS Device,Male,MERC7501532386,IRCTC,Bank Account,P2M,Grocery,432372.84,success,2025-05-30,UPI20250530003120,14:59:42,Debit,Senior,1,1,0,1,Normally
133.33,HDFC Bank,Union Bank of India,Jaipur,INR,CUST55068816840,47,iOS,Female,MERC4016308777,BookMyShow,Bank Account,P2M,Grocery,454172.12,success,2025-06-13,UPI20250613003121,21:10:31,Credit,Senior,1,0,0,1,Normally
208.5,State Bank of India,Kotak Mahindra Bank,Mumbai,INR,CUST27100212198,69,POS Device,Female,CUST91340028266,Individual Transfer,UPI ID,P2P,Split Expense,321915.91,success,2025-07-23,UPI20250723003122,20:49:10,Credit,Senior,1,0,0,1,Normally
194.25,Punjab National Bank,Axis Bank,Kochi,INR,CUST69963750670,51,Android,Male,MERC7846093320,BookMyShow,Bank Account,P2M,Education,295136.64,success,2025-07-18,UPI20250718003123,08:48:49,Debit,Senior,1,0,0,1,Normally
901.39,ICICI Bank,Union Bank of India,Indore,INR,CUST26796702912,22,iOS,Male,CUST70722448990,Individual Transfer,Mobile Number,P2P,Salary Transfer,493873.63,success,2025-07-28,UPI20250728003124,18:23:37,Debit,Young,1,0,0,1,Normally
3505.0,Punjab National Bank,IndusInd Bank,Delhi,INR,CUST28291883330,51,POS Device,Female,CUST76277045709,Individual Transfer,Bank Account,P2P,Salary Transfer,308378.84,success,2025-03-20,UPI20250320003125,15:06:50,Debit,Senior,1,1,0,1,Normally
390.57,Yes Bank,Canara Bank,Patna,INR,CUST44816676921,48,Android,Female,MERC7451908040,Urban Company,Mobile Number,P2M,Travel,235093.17,success,2025-02-27,UPI20250227003126,09:26:06,Debit,Senior,1,0,0,1,Normally
409.01,Union Bank of India,Bank of Baroda,Chennai,INR,CUST90250727300,49,iOS,Male,MERC9919328337,Paytm Mall,Bank Account,P2M,Entertainment,491525.32,success,2025-02-20,UPI20250220003127,22:09:43,Debit,Senior,1,0,0,1,Normally
1833.82,IDFC FIRST Bank,HDFC Bank,Bengaluru,INR,CUST75072553629,42,Web,Male,MERC7387337861,MakeMyTrip,QR Scan,P2M,Shopping,262809.1,success,2025-03-10,UPI20250310003128,18:25:04,Debit,Adult,1,1,0,1,Normally
3247.11,ICICI Bank,Axis Bank,Bhopal,INR,CUST53817858858,49,Web,Male,MERC3828598740,Reliance Digital,UPI ID,P2M,Travel,13870.88,success,2025-08-04,UPI20250804003129,19:52:19,Debit,Senior,1,1,0,1,Normally
1034.3,IDFC FIRST Bank,ICICI Bank,Chandigarh,INR,CUST55702018326,25,iOS,Male,MERC6943784593,BookMyShow,UPI ID,P2M,Subscription,216733.7,success,2025-09-06,UPI20250906003130,14:16:30,Debit,Adult,1,1,0,1,Normally
1547.71,IDFC FIRST Bank,IndusInd Bank,Chennai,INR,CUST89890659544,60,Web,Female,MERC1223789819,Myntra,UPI ID,P2M,Food,204750.29,success,2025-09-11,UPI20250911003131,09:19:21,Debit,Senior,1,1,0,1,Normally
994.39,IDFC FIRST Bank,IndusInd Bank,Noida,INR,CUST11384589009,31,iOS,Female,MERC8007889448,Myntra,Bank Account,P2M,Healthcare,113228.65,success,2025-07-06,UPI20250706003132,18:13:41,Debit,Adult,1,0,0,1,Normally
8381.74,ICICI Bank,IDFC FIRST Bank,Chandigarh,INR,CUST48587609499,51,POS Device,Female,CUST60323460272,Individual Transfer,UPI ID,P2P,Loan Repayment,292564.16,success,2025-05-26,UPI20250526003133,20:24:57,Debit,Senior,1,1,0,1,Normally
354.53,IDFC FIRST Bank,State Bank of India,Bengaluru,INR,CUST76077868898,61,iOS,Male,MERC7916793182,Reliance Digital,UPI ID,P2M,Shopping,186646.64,success,2025-06-18,UPI20250618003134,13:02:47,Debit,Senior,1,0,0,1,Normally
393.46,Yes Bank,Canara Bank,Hyderabad,INR,CUST97515165693,37,Android,Female,MERC1784561222,Netflix,Mobile Number,P2M,Grocery,153387.08,success,2025-11-26,UPI20251126003135,13:57:01,Debit,Adult,1,0,0,1,Normally
1558.05,Punjab National Bank,Axis Bank,Lucknow,INR,CUST57127429605,56,iOS,Male,CUST76236919208,Individual Transfer,QR Scan,P2P,Gift,75740.81,success,2025-07-07,UPI20250707003136,12:20:05,Debit,Senior,1,1,0,1,Normally
10767.97,Union Bank of India,Bank of Baroda,Hyderabad,INR,CUST63938157045,44,iOS,Female,CUST49098563254,Individual Transfer,UPI ID,P2P,Loan Repayment,190498.45,success,2025-12-03,UPI20251203003137,07:19:33,Debit,Adult,1,1,0,1,Normally
549.14,Bank of Baroda,Union Bank of India,Chandigarh,INR,CUST83319535564,56,Android,Male,MERC1273170424,BookMyShow,UPI ID,P2M,Travel,125527.93,success,2025-07-05,UPI20250705003138,15:05:10,Debit,Senior,1,0,0,1,Normally
192.94,Axis Bank,IDFC FIRST Bank,Surat,INR,CUST22558332787,64,iOS,Female,MERC3558026192,Zomato,UPI ID,P2M,Grocery,293563.55,success,2025-06-12,UPI20250612003139,18:20:40,Debit,Senior,1,0,0,1,Normally
190.75,Canara Bank,Axis Bank,Noida,INR,CUST17116980665,38,POS Device,Male,CUST84842929318,Individual Transfer,UPI ID,P2P,Personal Transfer,201981.72,success,2025-04-20,UPI20250420003140,17:46:18,Debit,Adult,1,0,0,1,Normally
39.31,Kotak Mahindra Bank,Union Bank of India,Chennai,INR,CUST70779288929,60,Android,Female,MERC8263203352,Local Kirana,UPI ID,P2M,Food,127851.07,success,2025-02-05,UPI20250205003141,07:04:45,Debit,Senior,1,0,0,1,Normally
608.93,Bank of Baroda,Union Bank of India,Surat,INR,CUST64715577792,27,Android,Male,MERC6162303184,Amazon India,QR Scan,P2M,Subscription,369452.16,success,2025-07-28,UPI20250728003142,12:27:32,Debit,Adult,1,0,0,1,Normally
22.17,Punjab National Bank,Axis Bank,Chandigarh,INR,CUST72691003400,69,POS Device,Male,CUST59013966787,Individual Transfer,UPI ID,P2P,Family Support,172350.18,success,2025-08-05,UPI20250805003143,16:11:38,Debit,Senior,1,0,0,1,Normally
1397.5,ICICI Bank,Axis Bank,Lucknow,INR,CUST99113488614,30,POS Device,Male,CUST20452376914,Individual Transfer,UPI ID,P2P,Gift,162875.1,success,2025-11-15,UPI20251115003144,17:45:59,Debit,Adult,1,1,0,1,Normally
16332.55,Yes Bank,Yes Bank,Jaipur,INR,CUST64883607585,62,POS Device,Male,CUST14451247819,Individual Transfer,Mobile Number,P2P,Personal Transfer,447535.37,success,2025-12-18,UPI20251218003145,09:51:09,Debit,Senior,1,1,0,-1,Suspicious
225.28,ICICI Bank,Punjab National Bank,Noida,INR,CUST21238528549,39,POS Device,Male,MERC8458965922,Reliance Digital,Mobile Number,P2M,Grocery,499385.96,success,2025-12-20,UPI20251220003146,10:43:18,Debit,Adult,1,0,0,1,Normally
166.54,Canara Bank,IndusInd Bank,Delhi,INR,CUST63078336188,43,iOS,Female,MERC5845409980,MakeMyTrip,Mobile Number,P2M,Shopping,494620.8,pending,2025-03-03,UPI20250303003147,17:35:59,Debit,Adult,0,0,0,1,Normally
184.78,Union Bank of India,State Bank of India,Ahmedabad,INR,CUST94458456211,53,POS Device,Female,MERC8497280397,JioMart,Bank Account,P2M,Shopping,240539.28,success,2025-08-28,UPI20250828003148,19:15:14,Debit,Senior,1,0,0,1,Normally
1567.92,HDFC Bank,Yes Bank,Coimbatore,INR,CUST55213921090,39,POS Device,Male,MERC2508736023,Paytm Mall,QR Scan,P2M,Education,383762.07,success,2025-01-04,UPI20250104003149,15:09:57,Debit,Adult,1,1,0,1,Normally
6543.82,HDFC Bank,Bank of Baroda,Bengaluru,INR,CUST52072075588,35,iOS,Female,CUST90906726463,Individual Transfer,Mobile Number,P2P,Loan Repayment,473451.78,success,2025-12-06,UPI20251206003150,07:14:41,Credit,Adult,1,1,0,1,Normally
1077.16,Axis Bank,Canara Bank,Patna,INR,CUST45358128516,40,POS Device,Male,MERC2562856783,MedPlus,UPI ID,P2M,Travel,325459.49,success,2025-10-16,UPI20251016003151,17:57:44,Debit,Adult,1,1,0,1,Normally
862.01,IDFC FIRST Bank,Axis Bank,Lucknow,INR,CUST44788846044,42,iOS,Male,MERC3195885313,Flipkart,Mobile Number,P2M,Recharge,212579.37,success,2025-04-27,UPI20250427003152,20:01:22,Debit,Adult,1,0,0,1,Normally
793.8,State Bank of India,Axis Bank,Coimbatore,INR,CUST78459065669,63,POS Device,Female,MERC2039956389,Ola,QR Scan,P2M,Travel,97607.98,success,2025-02-01,UPI20250201003153,17:40:09,Credit,Senior,1,0,0,1,Normally
1242.96,ICICI Bank,Yes Bank,Nagpur,INR,CUST59907889490,32,Android,Male,MERC2563177112,Amazon India,QR Scan,P2M,Healthcare,431643.48,success,2025-08-10,UPI20250810003154,19:56:15,Debit,Adult,1,1,0,1,Normally
2683.8,Punjab National Bank,Union Bank of India,Patna,INR,CUST77524151830,43,Web,Other,MERC9744772786,Uber,QR Scan,P2M,Travel,155577.69,success,2025-04-10,UPI20250410003155,13:18:06,Debit,Adult,1,1,0,1,Normally
245.3,State Bank of India,Punjab National Bank,Bengaluru,INR,CUST54288226936,21,iOS,Male,CUST47971676946,Individual Transfer,Mobile Number,P2P,Gift,461474.65,success,2025-04-12,UPI20250412003156,08:04:49,Debit,Young,1,0,0,1,Normally
6354.6,ICICI Bank,Canara Bank,Chennai,INR,CUST80810604050,26,Web,Male,CUST39362618652,Individual Transfer,UPI ID,P2P,Loan Repayment,330574.43,success,2025-09-13,UPI20250913003157,07:39:11,Debit,Adult,1,1,1,1,Normally
569.6,State Bank of India,Punjab National Bank,Indore,INR,CUST84831033477,20,Android,Male,MERC8448077194,Urban Company,UPI ID,P2M,Shopping,112771.27,success,2025-05-18,UPI20250518003158,18:57:44,Debit,Young,1,0,0,1,Normally
573.95,Bank of Baroda,Yes Bank,Jaipur,INR,CUST50447718124,27,POS Device,Male,MERC1797881019,Netflix,Mobile Number,P2M,Shopping,356051.26,success,2025-05-25,UPI20250525003159,12:02:03,Debit,Adult,1,0,0,1,Normally
283.65,Union Bank of India,Axis Bank,Mumbai,INR,CUST27985487506,30,POS Device,Male,MERC8939155745,Local Kirana,Mobile Number,P2M,Healthcare,355056.73,success,2025-10-23,UPI20251023003160,20:19:30,Debit,Adult,1,0,0,1,Normally
799.45,Punjab National Bank,HDFC Bank,Bhopal,INR,CUST54336326742,40,Web,Female,MERC9375875535,Zomato,Mobile Number,P2M,Entertainment,194703.77,success,2025-05-28,UPI20250528003161,16:15:48,Debit,Adult,1,0,0,1,Normally
1145.65,State Bank of India,IndusInd Bank,Surat,INR,CUST87176522510,63,Android,Male,MERC2436118079,Ola,UPI ID,P2M,Recharge,391926.77,success,2025-04-23,UPI20250423003162,21:30:29,Debit,Senior,1,1,0,1,Normally
1087.58,IDFC FIRST Bank,ICICI Bank,Pune,INR,CUST73959331618,40,Android,Female,CUST28981948359,Individual Transfer,Bank Account,P2P,Split Expense,458198.31,success,2025-02-11,UPI20250211003163,20:06:54,Debit,Adult,1,1,0,1,Normally
602.56,Yes Bank,Yes Bank,Chennai,INR,CUST50564131202,53,POS Device,Male,CUST85637436013,Individual Transfer,UPI ID,P2P,Family Support,27961.42,success,2025-04-22,UPI20250422003164,22:09:27,Debit,Senior,1,0,0,1,Normally
3350.67,State Bank of India,Union Bank of India,Ahmedabad,INR,CUST95622100572,42,Web,Female,CUST39960885191,Individual Transfer,Mobile Number,P2P,Salary Transfer,382738.29,success,2025-01-30,UPI20250130003165,16:24:26,Debit,Adult,1,1,1,1,Normally
632.71,IndusInd Bank,IDFC FIRST Bank,Gurugram,INR,CUST57890064354,23,POS Device,Male,CUST93594120217,Individual Transfer,UPI ID,P2P,Gift,450339.9,success,2025-03-15,UPI20250315003166,03:19:33,Debit,Young,1,0,0,1,Normally
1476.53,Canara Bank,ICICI Bank,Coimbatore,INR,CUST53522332876,49,Android,Male,MERC4389576911,Paytm Mall,UPI ID,P2M,Education,447918.73,success,2025-04-06,UPI20250406003167,11:08:02,Credit,Senior,1,1,0,1,Normally
761.8,ICICI Bank,Union Bank of India,Gurugram,INR,CUST80155542241,70,POS Device,Male,CUST80741181044,Individual Transfer,UPI ID,P2P,Family Support,31831.82,success,2025-09-03,UPI20250903003168,09:19:32,Debit,Senior,1,0,0,1,Normally
768.42,Punjab National Bank,IDFC FIRST Bank,Kochi,INR,CUST35937968269,25,Web,Female,MERC7050552763,Apollo Pharmacy,Mobile Number,P2M,Bills,410562.04,success,2025-08-13,UPI20250813003169,15:00:43,Debit,Adult,1,0,0,1,Normally
934.87,Union Bank of India,Bank of Baroda,Noida,INR,CUST29046960347,57,Web,Female,MERC2615132343,Ola,Bank Account,P2M,Education,152822.35,success,2025-03-16,UPI20250316003170,22:12:40,Debit,Senior,1,0,0,1,Normally
120.24,Bank of Baroda,Bank of Baroda,Kochi,INR,CUST83037010731,63,Android,Female,CUST82924595697,Individual Transfer,QR Scan,P2P,Family Support,190037.48,success,2025-05-31,UPI20250531003171,13:46:36,Debit,Senior,1,0,0,1,Normally
1419.83,Union Bank of India,IDFC FIRST Bank,Lucknow,INR,CUST34165279632,38,iOS,Female,CUST61292900732,Individual Transfer,UPI ID,P2P,Family Support,481315.48,success,2025-02-03,UPI20250203003172,15:22:52,Debit,Adult,1,1,0,1,Normally
1708.95,IDFC FIRST Bank,IndusInd Bank,Patna,INR,CUST43775313575,59,Web,Female,MERC4399367150,Flipkart,QR Scan,P2M,Healthcare,28050.95,success,2025-08-27,UPI20250827003173,21:46:30,Debit,Senior,1,1,0,1,Normally
105.48,Union Bank of India,ICICI Bank,Coimbatore,INR,CUST81379620405,33,POS Device,Male,MERC3236155692,Ola,UPI ID,P2M,Grocery,12151.69,success,2025-06-26,UPI20250626003174,16:55:27,Debit,Adult,1,0,0,1,Normally
1250.3,State Bank of India,Punjab National Bank,Delhi,INR,CUST98583177669,22,iOS,Male,MERC8255415721,D-Mart,UPI ID,P2M,Food,336448.85,success,2025-12-19,UPI20251219003175,17:45:29,Debit,Young,1,1,0,1,Normally
313.83,State Bank of India,Axis Bank,Bhopal,INR,CUST62813006298,21,POS Device,Female,MERC4598556068,Urban Company,UPI ID,P2M,Subscription,487051.94,success,2025-08-17,UPI20250817003176,11:51:51,Debit,Young,1,0,0,1,Normally
3389.01,Bank of Baroda,HDFC Bank,Coimbatore,INR,CUST95434183923,63,iOS,Male,CUST66114116857,Individual Transfer,Mobile Number,P2P,Gift,64895.17,success,2025-08-06,UPI20250806003177,13:55:20,Debit,Senior,1,1,0,1,Normally
182.65,Punjab National Bank,Canara Bank,Surat,INR,CUST14496328963,26,Web,Female,MERC6302711221,Cafe Coffee Day,UPI ID,P2M,Subscription,90444.1,success,2025-03-07,UPI20250307003178,11:57:13,Debit,Adult,1,0,0,1,Normally
103.04,HDFC Bank,Canara Bank,Coimbatore,INR,CUST12749252456,48,Android,Female,MERC9402465408,BigBasket,QR Scan,P2M,Entertainment,434015.29,success,2025-04-11,UPI20250411003179,07:19:20,Debit,Senior,1,0,0,1,Normally
931.51,IDFC FIRST Bank,Axis Bank,Indore,INR,CUST99509535616,64,Web,Female,MERC2117292358,MedPlus,Bank Account,P2M,Grocery,248076.82,success,2025-01-02,UPI20250102003180,21:13:03,Debit,Senior,1,0,0,1,Normally
129.62,Union Bank of India,IndusInd Bank,Kochi,INR,CUST15150418639,29,Web,Male,CUST94233485353,Individual Transfer,UPI ID,P2P,Rent,211307.25,success,2025-12-06,UPI20251206003181,18:54:44,Debit,Adult,1,0,0,1,Normally
91.78,HDFC Bank,IDFC FIRST Bank,Kolkata,INR,CUST85113917276,28,iOS,Male,MERC5049131184,IRCTC,QR Scan,P2M,Shopping,206882.82,success,2025-06-29,UPI20250629003182,11:03:32,Debit,Adult,1,0,0,1,Normally
2969.79,Axis Bank,IDFC FIRST Bank,Chennai,INR,CUST47489954876,48,POS Device,Male,CUST35569327305,Individual Transfer,Bank Account,P2P,Loan Repayment,397389.38,success,2025-12-09,UPI20251209003183,18:47:30,Debit,Senior,1,1,0,1,Normally
191.2,IDFC FIRST Bank,HDFC Bank,Chennai,INR,CUST19394197057,42,Android,Male,CUST13895006554,Individual Transfer,Mobile Number,P2P,Split Expense,32827.97,success,2025-05-11,UPI20250511003184,20:26:13,Debit,Adult,1,0,0,1,Normally
690.78,Canara Bank,Kotak Mahindra Bank,Chandigarh,INR,CUST47738326778,25,POS Device,Male,MERC6383974715,Cafe Coffee Day,Mobile Number,P2M,Shopping,347242.64,success,2025-06-22,UPI20250622003185,21:11:00,Credit,Adult,1,0,0,1,Normally
572.0,ICICI Bank,IndusInd Bank,Delhi,INR,CUST64596751108,46,Android,Female,MERC9481652208,MedPlus,Mobile Number,P2M,Education,419466.19,success,2025-04-22,UPI20250422003186,19:42:30,Debit,Senior,1,0,0,1,Normally
647.29,State Bank of India,Bank of Baroda,Bengaluru,INR,CUST58848373807,26,Web,Female,CUST61219585425,Individual Transfer,QR Scan,P2P,Gift,78730.59,success,2025-03-04,UPI20250304003187,10:45:20,Debit,Adult,1,0,0,1,Normally
782.07,State Bank of India,Axis Bank,Hyderabad,INR,CUST62100134326,55,Android,Male,MERC1526562378,Amazon India,UPI ID,P2M,Subscription,500134.19,success,2025-02-22,UPI20250222003188,14:55:35,Credit,Senior,1,0,0,1,Normally
3623.32,Kotak Mahindra Bank,Bank of Baroda,Chandigarh,INR,CUST52258775569,41,Web,Male,CUST42400375382,Individual Transfer,UPI ID,P2P,Salary Transfer,96567.57,success,2025-08-03,UPI20250803003189,20:38:30,Debit,Adult,1,1,1,1,Normally
501.36,Bank of Baroda,HDFC Bank,Kochi,INR,CUST88993611668,24,Android,Male,MERC2659542405,MedPlus,Bank Account,P2M,Recharge,118607.73,pending,2025-08-15,UPI20250815003190,08:21:26,Debit,Young,0,0,0,1,Normally
2212.02,Axis Bank,Punjab National Bank,Kolkata,INR,CUST19213995455,25,Android,Male,CUST83905038977,Individual Transfer,Bank Account,P2P,Salary Transfer,453302.45,success,2025-05-09,UPI20250509003191,10:38:09,Debit,Adult,1,1,0,1,Normally
1233.43,HDFC Bank,Bank of Baroda,Lucknow,INR,CUST92609268753,24,POS Device,Female,CUST36029184679,Individual Transfer,QR Scan,P2P,Split Expense,382701.53,success,2025-06-25,UPI20250625003192,18:21:35,Debit,Young,1,1,0,1,Normally
251.04,Yes Bank,Canara Bank,Surat,INR,CUST93298688380,61,POS Device,Male,MERC7276145318,Uber,Mobile Number,P2M,Recharge,106627.82,success,2025-10-01,UPI20251001003193,11:29:15,Debit,Senior,1,0,0,1,Normally
3276.91,IndusInd Bank,Yes Bank,Chennai,INR,CUST94944336720,54,POS Device,Male,MERC9814100857,Flipkart,Mobile Number,P2M,Travel,272676.24,success,2025-07-08,UPI20250708003194,13:29:56,Debit,Senior,1,1,0,1,Normally
2204.4,State Bank of India,ICICI Bank,Patna,INR,CUST21723314740,41,iOS,Female,MERC4828739533,BookMyShow,UPI ID,P2M,Grocery,487774.01,success,2025-02-22,UPI20250222003195,16:31:26,Debit,Adult,1,1,0,1,Normally
1122.51,Punjab National Bank,Axis Bank,Bhopal,INR,CUST71325829932,70,POS Device,Male,CUST13999622147,Individual Transfer,Mobile Number,P2P,Split Expense,62448.82,success,2025-07-24,UPI20250724003196,10:26:41,Debit,Senior,1,1,0,1,Normally
252.93,Canara Bank,ICICI Bank,Nagpur,INR,CUST67741628621,25,iOS,Female,CUST25092087033,Individual Transfer,UPI ID,P2P,Split Expense,222359.91,success,2025-03-10,UPI20250310003197,14:22:43,Debit,Adult,1,0,0,1,Normally
8342.71,Axis Bank,Canara Bank,Noida,INR,CUST72409341423,18,POS Device,Female,CUST72971869254,Individual Transfer,Mobile Number,P2P,Salary Transfer,292859.65,success,2025-01-25,UPI20250125003198,19:16:01,Debit,Young,1,1,0,1,Normally
1128.28,ICICI Bank,Kotak Mahindra Bank,Kolkata,INR,CUST14563438860,49,Android,Female,MERC2703083058,Uber,UPI ID,P2M,Travel,371134.46,success,2025-04-10,UPI20250410003199,16:16:35,Debit,Senior,1,1,0,1,Normally
90.53,Axis Bank,Union Bank of India,Ahmedabad,INR,CUST21553844535,21,iOS,Female,MERC7694492850,Ola,Mobile Number,P2M,Entertainment,470610.6,success,2025-10-27,UPI20251027003200,18:53:59,Debit,Young,1,0,0,1,Normally
218.57,State Bank of India,Bank of Baroda,Surat,INR,CUST28121182397,24,Web,Male,MERC6120091963,MakeMyTrip,Bank Account,P2M,Food,326494.17,success,2025-05-09,UPI20250509003201,20:47:56,Credit,Young,1,0,0,1,Normally
5280.23,Yes Bank,State Bank of India,Jaipur,INR,CUST85657993129,30,iOS,Male,MERC2007166909,Urban Company,Bank Account,P2M,Education,273604.9,success,2025-07-06,UPI20250706003202,22:47:46,Debit,Adult,1,1,0,1,Normally
863.53,Canara Bank,State Bank of India,Surat,INR,CUST20753645931,18,Web,Female,CUST85236954697,Individual Transfer,Mobile Number,P2P,Split Expense,344825.04,success,2025-10-09,UPI20251009003203,10:40:53,Debit,Young,1,0,0,1,Normally
928.68,ICICI Bank,Kotak Mahindra Bank,Chandigarh,INR,CUST16351661805,58,Android,Female,CUST79323052497,Individual Transfer,UPI ID,P2P,Salary Transfer,401646.38,success,2025-04-04,UPI20250404003204,15:03:02,Debit,Senior,1,0,0,1,Normally
478.76,Punjab National Bank,Bank of Baroda,Jaipur,INR,CUST23059874843,47,POS Device,Female,MERC1037928817,Paytm Mall,Mobile Number,P2M,Grocery,9971.2,success,2025-04-20,UPI20250420003205,10:42:29,Debit,Senior,1,0,0,1,Normally
94.23,Canara Bank,IndusInd Bank,Kochi,INR,CUST33287991115,49,Web,Male,MERC6659014093,Myntra,UPI ID,P2M,Grocery,366018.42,success,2025-08-22,UPI20250822003206,17:54:43,Debit,Senior,1,0,0,1,Normally
1053.11,Union Bank of India,IDFC FIRST Bank,Ahmedabad,INR,CUST91666654605,23,Web,Female,CUST52068214340,Individual Transfer,Bank Account,P2P,Loan Repayment,439407.57,success,2025-09-18,UPI20250918003207,14:41:58,Debit,Young,1,1,0,1,Normally
985.36,IDFC FIRST Bank,Canara Bank,Patna,INR,CUST82865882216,20,Web,Male,CUST96217326511,Individual Transfer,Mobile Number,P2P,Family Support,194670.86,success,2025-09-17,UPI20250917003208,22:40:16,Debit,Young,1,0,0,1,Normally
4524.49,ICICI Bank,IndusInd Bank,Lucknow,INR,CUST43701595884,43,Web,Male,CUST58405498477,Individual Transfer,QR Scan,P2P,Loan Repayment,308321.41,success,2025-11-24,UPI20251124003209,19:13:02,Debit,Adult,1,1,1,1,Normally
364.69,Bank of Baroda,Punjab National Bank,Kolkata,INR,CUST21016771857,63,iOS,Male,MERC9715850470,Urban Company,Mobile Number,P2M,Bills,286977.67,success,2025-06-03,UPI20250603003210,20:53:20,Debit,Senior,1,0,0,1,Normally
412.16,ICICI Bank,IDFC FIRST Bank,Kolkata,INR,CUST39352817142,24,POS Device,Male,CUST80176409628,Individual Transfer,UPI ID,P2P,Salary Transfer,491672.03,success,2025-07-31,UPI20250731003211,10:48:33,Debit,Young,1,0,0,1,Normally
434.85,Axis Bank,State Bank of India,Noida,INR,CUST99246464053,57,POS Device,Male,MERC6747066173,Spotify,Mobile Number,P2M,Bills,352139.18,success,2025-06-10,UPI20250610003212,15:41:34,Debit,Senior,1,0,0,1,Normally
170.81,IndusInd Bank,Bank of Baroda,Nagpur,INR,CUST23247001696,45,Web,Male,CUST50657389479,Individual Transfer,UPI ID,P2P,Family Support,478876.84,success,2025-10-08,UPI20251008003213,12:05:56,Debit,Senior,1,0,0,1,Normally
196.31,State Bank of India,Yes Bank,Kolkata,INR,CUST13579859094,28,iOS,Female,MERC8051404195,Local Kirana,Bank Account,P2M,Entertainment,152126.19,success,2025-01-14,UPI20250114003214,14:47:25,Debit,Adult,1,0,0,1,Normally
513.84,Canara Bank,Union Bank of India,Lucknow,INR,CUST78813927303,27,Android,Female,MERC7196395431,BigBasket,QR Scan,P2M,Grocery,27140.48,success,2025-01-25,UPI20250125003215,23:12:25,Debit,Adult,1,0,0,1,Normally
8377.86,Axis Bank,Kotak Mahindra Bank,Chandigarh,INR,CUST38001615056,49,Android,Female,CUST59951919198,Individual Transfer,Bank Account,P2P,Loan Repayment,214251.83,success,2025-02-20,UPI20250220003216,04:37:07,Debit,Senior,1,1,0,1,Normally
582.52,IndusInd Bank,IDFC FIRST Bank,Surat,INR,CUST46474514316,50,Android,Male,MERC5899076927,Myntra,Mobile Number,P2M,Education,259719.11,success,2025-03-30,UPI20250330003217,15:36:31,Debit,Senior,1,0,0,1,Normally
2494.38,State Bank of India,Canara Bank,Bhopal,INR,CUST13120105350,18,Android,Male,CUST84806737299,Individual Transfer,UPI ID,P2P,Loan Repayment,213188.38,success,2025-04-23,UPI20250423003218,18:26:56,Debit,Young,1,1,0,1,Normally
193.11,IndusInd Bank,IDFC FIRST Bank,Hyderabad,INR,CUST85335167347,18,iOS,Female,CUST55099959748,Individual Transfer,QR Scan,P2P,Salary Transfer,19629.52,success,2025-08-24,UPI20250824003219,18:42:19,Debit,Young,1,0,0,1,Normally
